# Photometry of EPIC-206208968
# 
# Description
# 
#     This photometry was produced by Erik Petigura using the `k2phot`
#     code. We used a stationary 26.0 pixel aperture to
#     construct simple aperture photometry from the K2 target pixel
#     file. We then modeled time- and position-dependent photometric
#     variability. The size and shape of the aperture was chosen to
#     minimize noise on three-hour timescales.
# 
# Attribution
# 
#     If you use this photometry, please cite
# 
#     1. Petigura et al. 2015, ApJ, 811, 102
#     2. Aigrain et al. 2016, MNRAS, 459, 2408
# 
# Code Availability
# 
#     Public URL: https://github.com/petigura/k2phot
#     Version: v1.0
#     Git SHA: 0e63443fee2083618488daec2635a9d1af284731
# 
# Column Description
# 
#     t (float): Time [BJD_TDB]
#     cad (int): Unique cadence number
#     fbg (float): Background flux [e-/s/pixel]
#     fsap (float): Simple aperture photometry [e-/s]
#     fdt_t_rollmed (float): Flux after removing variability associated with
#          pixel position [e-/s]
#     fdt_t_roll_2D (float): Flux after removing variability associated with
#          pixel position and time [e-/s]
#     bgmask (bool): Outlier in background flux
#     thrustermask (bool): Thruster fire
#     fdtmask (bool): Observation excluded from Gaussian process model
#     fmask (bool): Observation ignored in transit search
#
t,cad,fsap,fbg,fdt_t_rollmed,fdt_t_roll_2D,bgmask,thrustermask,fdtmask,fmask
2456977.573211,99622,415889.514050,25.791742,415751.989260,414352.504721,False,False,False,False
2456977.593643,99623,415588.721573,25.897438,415408.459486,414030.346750,False,False,False,False
2456977.614076,99624,415414.403652,25.940462,415175.872467,413819.589509,False,False,False,False
2456977.634508,99625,414505.135391,26.122475,414194.611628,412860.590451,False,False,False,False
2456977.654940,99626,413754.120754,25.842112,413359.885126,412048.531474,False,False,False,False
2456977.675373,99627,413698.946257,26.343541,413231.094389,411942.787529,False,False,False,False
2456977.695805,99628,413488.984907,25.600232,412961.943097,411697.034640,False,False,False,False
2456977.716238,99629,413524.458345,24.943080,412934.971926,411693.785807,False,False,False,False
2456977.736670,99630,413740.911306,25.833169,413091.646845,411874.478799,False,False,False,False
2456977.757102,99631,414108.999966,25.954645,413426.240930,412233.358118,False,False,False,False
2456977.777535,99632,414706.950214,25.041426,415256.979947,414088.620641,False,True,True,True
2456977.797967,99633,413498.331366,25.214135,414154.822228,413011.195528,False,True,True,True
2456977.818399,99634,415178.171801,23.060321,415809.323516,414690.609136,False,False,False,False
2456977.838832,99635,413234.175529,26.049931,413825.315043,412731.663124,False,False,False,False
2456977.859264,99636,412232.248564,24.149259,412760.431888,411691.963000,False,False,False,False
2456977.879696,99637,411815.042175,25.166183,412240.042490,411196.847049,False,False,False,False
2456977.900129,99638,411378.404501,25.744630,411704.092558,410686.231662,False,False,False,False
2456977.920561,99639,411425.864941,25.009279,411655.665998,410663.170569,False,False,False,False
2456977.940993,99640,411558.216169,26.114079,411697.345684,410730.216901,False,False,False,False
2456977.961426,99641,411861.751026,24.501486,411924.143686,410982.353461,False,False,False,False
2456977.981858,99642,411958.892992,23.281940,411909.215308,410992.705687,False,False,False,False
2456978.002290,99643,412205.170782,24.737809,412049.933479,411158.617214,False,False,False,False
2456978.022723,99644,412745.344786,24.652661,412492.034687,411625.795836,False,False,False,False
2456978.043155,99645,413484.655687,24.088130,413178.409134,412337.102603,False,False,False,False
2456978.063587,99646,413920.614260,24.319865,413510.336600,412693.788832,False,False,False,False
2456978.084020,99647,414781.354527,25.259130,414353.053021,413561.062722,False,False,False,False
2456978.104452,99648,415493.095703,24.577103,415037.065993,414269.403802,False,False,False,False
2456978.124884,99649,416474.931011,23.852999,415998.684564,415255.093860,False,False,False,False
2456978.145317,99650,416632.841835,24.517101,416161.141391,415441.339112,False,False,False,False
2456978.165749,99651,416901.383240,24.059235,416450.154873,415753.831329,False,False,False,False
2456978.186181,99652,416899.596363,24.474241,416472.856541,415799.676423,False,False,False,False
2456978.206614,99653,417206.928839,25.303681,416810.596103,416160.198946,False,False,False,False
2456978.227046,99654,416919.565193,25.557041,416560.397773,415932.398571,False,False,False,False
2456978.247478,99655,416517.506746,24.967570,416196.437108,415590.426949,False,False,False,False
2456978.267911,99656,416217.542446,25.185648,415925.566226,415341.112969,False,False,False,False
2456978.288343,99657,415915.322172,24.313146,415635.581328,415072.230300,False,False,False,False
2456978.308775,99658,415604.246590,24.679379,415312.641209,414769.915933,False,False,False,False
2456978.329208,99659,415495.996946,25.254163,415178.002061,414655.405008,False,False,False,False
2456978.349640,99660,414261.220755,25.197091,413905.869114,413402.882482,False,False,False,False
2456978.370072,99661,413640.470037,25.832551,413236.242298,412752.328810,False,False,False,False
2456978.390505,99662,413447.239908,23.403068,412982.962166,412517.565895,False,False,False,False
2456978.410937,99663,413466.437422,25.796254,412926.903732,412479.450943,False,False,False,False
2456978.431369,99664,413183.607306,24.164231,412573.137412,412143.037509,False,False,False,False
2456978.451802,99665,413350.585100,24.206393,412666.180656,412252.826734,False,False,False,False
2456978.472234,99666,413281.896612,24.549272,412549.526369,412152.296606,False,False,False,False
2456978.492666,99667,415985.234484,24.881442,415233.707389,414851.965708,False,False,False,False
2456978.513099,99668,413815.306753,25.021272,414174.669305,413807.766086,False,True,True,True
2456978.533531,99669,412870.174410,25.093753,413316.967140,412964.240683,False,True,True,True
2456978.553963,99670,412489.765430,24.948309,412931.889524,412592.666497,False,False,False,False
2456978.574396,99671,411988.478249,25.387066,412398.073232,412071.669863,False,False,False,False
2456978.594828,99672,411597.907570,23.602993,411926.100871,411611.824104,False,False,False,False
2456978.615260,99673,411151.775654,23.772383,411348.832623,411045.980734,False,False,False,False
2456978.635693,99674,411153.424700,24.599750,411182.655698,410890.519491,False,False,False,False
2456978.656125,99675,411100.932730,24.818353,410939.525876,410657.389829,False,False,False,False
2456978.676557,99676,411284.457804,23.788527,410962.458046,410689.601012,False,False,False,False
2456978.696990,99677,411496.445110,23.383310,411055.047131,410790.743562,False,False,False,False
2456978.717422,99678,412161.739277,23.444281,411625.860433,411369.381350,False,False,False,False
2456978.737854,99679,412935.277674,24.109298,412330.904613,412081.518626,False,False,False,False
2456978.758287,99680,415837.408466,24.122427,415186.079397,414943.053734,False,False,False,False
2456978.778719,99681,414559.646563,24.534732,413905.081021,413667.682555,False,False,False,False
2456978.799151,99682,415222.746128,23.508062,414591.805635,414359.301910,False,False,False,False
2456978.819584,99683,415765.231226,22.804572,415179.169878,414950.830137,False,False,False,False
2456978.840016,99684,416768.126890,24.727345,416234.040702,416009.136911,False,False,False,False
2456978.860448,99685,417457.196072,24.647303,416972.990046,416750.797917,False,False,False,False
2456978.880881,99686,417143.852501,24.478237,416718.339378,416498.139392,False,False,False,False
2456978.901313,99687,417082.049002,24.675179,416712.607857,416493.686246,False,False,False,False
2456978.921745,99688,417007.247402,24.086718,416673.893938,416455.543739,False,False,False,False
2456978.942177,99689,416641.327597,26.830049,416326.645623,416108.167642,False,False,False,False
2456978.962610,99690,416589.338320,24.047938,416273.880992,416054.584811,False,False,False,False
2456978.983042,99691,416640.994366,23.882982,416303.727519,416082.932462,False,False,False,False
2456979.023907,99693,414755.558992,23.129420,414798.291241,414572.500236,False,True,True,True
2456979.044339,99694,414115.271805,23.575714,414121.559396,413892.295609,False,False,False,False
2456979.064771,99695,413509.927559,24.375309,413435.625225,413202.256511,False,False,False,False
2456979.085204,99696,413130.322165,22.664002,412968.742801,412730.651534,False,False,False,False
2456979.105636,99697,412842.300486,24.234038,412593.380375,412349.964212,False,False,False,False
2456979.126068,99698,415659.581755,24.516423,415310.359215,415061.032025,False,False,False,False
2456979.146500,99699,413398.974634,24.288825,412957.973589,412702.166409,False,False,False,False
2456979.166933,99700,412937.749018,23.962646,412413.144355,412150.306036,False,False,False,False
2456979.187365,99701,412792.993752,23.200077,412205.753136,411935.351234,False,False,False,False
2456979.207797,99702,412628.024420,24.629769,411985.084538,411706.606222,False,False,False,False
2456979.228230,99703,412331.008833,24.296918,411649.840217,411362.792794,False,False,False,False
2456979.248662,99704,412098.593029,24.022097,411374.715301,411078.627051,False,False,False,False
2456979.269094,99705,412358.538109,24.738445,411630.306004,411324.726978,False,False,False,False
2456979.289527,99706,411845.505327,23.120067,411129.919553,410814.422103,False,False,False,False
2456979.309959,99707,411834.759630,24.005443,411141.559055,410815.738518,False,False,False,False
2456979.330391,99708,412174.087765,23.727854,411515.041035,411178.516333,False,False,False,False
2456979.350824,99709,411696.408829,23.223137,411083.790374,410736.204578,False,False,False,False
2456979.371256,99710,411680.018585,24.115776,411112.385801,410753.406661,False,False,False,False
2456979.391688,99711,412101.115404,22.946139,411598.951561,411228.271996,False,False,False,False
2456979.412121,99712,412261.560869,23.814570,411824.702079,411442.040572,False,False,False,False
2456979.432553,99713,412734.015261,22.523097,412350.329465,411955.430704,False,False,False,False
2456979.452985,99714,413562.091631,24.377055,413210.256225,412802.891121,False,False,False,False
2456979.473417,99715,414034.061878,24.291769,413705.431942,413285.398123,False,False,False,False
2456979.493850,99716,414606.785473,23.872240,413857.032767,413424.155051,False,True,True,True
2456979.514282,99717,415819.480806,23.477588,415402.466185,414956.596437,False,True,True,True
2456979.534714,99718,416362.622250,23.465097,415864.225946,415405.243453,False,False,False,False
2456979.555147,99719,416731.367025,22.599908,416170.186404,415697.998205,False,False,False,False
2456979.575579,99720,417108.966452,23.364511,416463.767889,415978.308481,False,False,False,False
2456979.596011,99721,417186.976734,24.888563,416467.389707,415968.621278,False,False,False,False
2456979.616443,99722,417210.754225,24.475308,416450.627571,415938.540188,False,False,False,False
2456979.636876,99723,417066.296431,24.345860,416297.635333,415772.246488,False,False,False,False
2456979.657308,99724,417048.070745,23.222154,416275.240989,415736.595754,False,False,False,False
2456979.677740,99725,416556.965660,23.586269,415792.022719,415240.193512,False,False,False,False
2456979.698173,99726,415856.600731,23.182217,415102.682195,414537.768507,False,False,False,False
2456979.718605,99727,416865.485735,23.439937,416123.718487,415545.846870,False,False,False,False
2456979.739037,99728,415473.484673,24.458561,414738.369104,414147.692469,False,False,False,False
2456979.759470,99729,417531.421352,24.743898,416816.031656,416212.729103,False,False,False,False
2456979.779902,99730,414674.100796,24.450037,413991.860471,413376.136986,False,False,False,False
2456979.800334,99731,414199.171871,23.940874,413548.505167,412920.591025,False,False,False,False
2456979.820766,99732,413569.271107,26.612127,412938.175656,412298.325729,False,False,False,False
2456979.841199,99733,413458.010271,23.984103,412850.440591,412198.934132,False,False,False,False
2456979.861631,99734,413406.327597,23.104577,412838.215362,412175.355202,False,False,False,False
2456979.882063,99735,413027.430302,24.130346,412503.568758,411829.680486,False,False,False,False
2456979.902496,99736,412849.467173,24.762549,412358.938756,411674.370334,False,False,False,False
2456979.922928,99737,412771.341589,23.507501,412318.266021,411623.386856,False,False,False,False
2456979.943360,99738,412749.929188,22.872801,412329.669388,411624.869393,False,False,False,False
2456979.963792,99739,412613.524200,23.895897,412227.537515,411513.226564,False,False,False,False
2456979.984225,99740,413392.325258,23.437396,413032.032857,412308.639747,False,False,False,False
2456980.004657,99741,412516.919840,23.902579,412165.862305,411433.833716,False,False,False,False
2456980.025089,99742,411744.381605,24.010732,411402.841389,410662.641191,False,False,False,False
2456980.045521,99743,411305.858644,23.746631,410974.628349,410226.736469,False,False,False,False
2456980.065954,99744,413170.058325,24.266519,412842.218732,412087.130041,False,False,False,False
2456980.086386,99745,413647.002151,24.100555,413320.310002,412558.533477,False,False,False,False
2456980.106818,99746,412141.023689,24.231403,411814.098578,411046.156082,False,False,False,False
2456980.127251,99747,412181.729939,23.372557,411851.937503,411078.362724,False,False,False,False
2456980.147683,99748,412565.399212,22.481821,412229.790013,411451.127339,False,False,False,False
2456980.168115,99749,413684.721420,23.656067,413339.816665,412556.620023,False,False,False,False
2456980.188547,99750,414479.664106,24.611035,414124.466058,413337.297841,False,False,False,False
2456980.208980,99751,415114.790352,25.478367,414748.845704,413958.275479,False,False,False,False
2456980.229412,99752,415771.839153,24.764429,415396.670775,414603.274169,False,False,False,False
2456980.249844,99753,417317.853106,23.279376,416911.846418,416116.203954,False,False,False,False
2456980.270276,99754,417945.794855,24.624549,417478.541464,416681.237333,False,False,False,False
2456980.290709,99755,419507.604498,25.136384,418972.310235,418173.931091,False,False,False,False
2456980.311141,99756,420477.954924,25.283406,419873.397332,419074.531141,False,False,False,False
2456980.331573,99757,420431.553909,23.821846,419762.484399,418963.719226,False,False,False,False
2456980.352006,99758,419645.862673,24.783114,418923.892100,418125.814942,False,False,False,False
2456980.372438,99759,418768.510448,23.655123,418014.132899,417217.328501,False,False,False,False
2456980.392870,99760,417839.835939,23.324023,417064.464061,416269.513787,False,False,False,False
2456980.413302,99761,417333.772718,24.475690,416552.790574,415760.271267,False,False,False,False
2456980.433735,99762,416670.373459,22.804474,415890.348418,415100.831230,False,False,False,False
2456980.454167,99763,416004.267715,22.370239,415230.929051,414444.978427,False,False,False,False
2456980.474599,99764,414609.022970,23.323907,414010.648975,413228.821551,False,True,True,True
2456980.495031,99765,413807.451254,24.688912,413689.998733,412912.842218,False,True,True,True
2456980.515464,99766,413672.862852,26.289815,413464.923204,412692.975496,False,False,False,False
2456980.535896,99767,414858.761431,24.937976,414559.313130,413793.101273,False,False,False,False
2456980.556328,99768,413782.849970,23.181319,413424.684243,412664.723388,False,False,False,False
2456980.576761,99769,413682.274614,24.496089,413267.736578,412514.529243,False,False,False,False
2456980.597193,99770,413307.922089,24.658066,412849.945441,412103.980559,False,False,False,False
2456980.617625,99771,414207.362669,24.362508,413714.686282,412976.438290,False,False,False,False
2456980.638057,99772,413584.716499,23.191868,413000.046666,412269.974775,False,False,False,False
2456980.658490,99773,412858.524092,23.489125,412164.427752,411442.975334,False,False,False,False
2456980.678922,99774,413331.023397,23.844064,412509.787875,411797.381509,False,False,False,False
2456980.699354,99775,414436.525635,24.034958,413564.650425,412861.699407,False,False,False,False
2456980.719786,99776,411851.639380,24.049523,410948.043743,410254.939432,False,False,False,False
2456980.740219,99777,411638.518099,22.652644,410719.464679,410036.579941,False,False,False,False
2456980.760651,99778,411524.168331,24.821947,410589.688830,409917.377570,False,False,False,False
2456980.781083,99779,411613.359535,23.748501,410671.220857,410009.817347,False,False,False,False
2456980.801516,99780,411771.858797,24.436526,410823.867785,410173.686566,False,False,False,False
2456980.821948,99781,411817.941381,24.281220,410880.824540,410242.159900,False,False,False,False
2456980.842380,99782,412285.046703,24.405588,411334.796339,410707.921824,False,False,False,False
2456980.862812,99783,412797.230745,23.186000,411840.048818,411225.217304,False,False,False,False
2456980.883245,99784,419237.178509,25.347689,418277.951965,417675.395275,False,False,False,False
2456980.903677,99785,414979.061041,22.619805,414038.125567,413448.054115,False,False,False,False
2456980.924109,99786,415387.817127,22.792685,414470.098928,413892.701961,False,False,False,False
2456980.944541,99787,416104.516527,23.735896,415190.736082,414626.181424,False,False,False,False
2456980.985406,99789,417446.865820,24.688134,416649.363598,416110.910850,False,True,True,True
2456981.005838,99790,418357.096703,25.384022,417574.266201,417049.030426,False,False,False,False
2456981.026270,99791,418550.548992,22.912935,417712.607412,417200.670687,False,False,False,False
2456981.046703,99792,418023.027817,24.011993,417139.199824,416640.623280,False,False,False,False
2456981.067135,99793,417291.849115,23.479468,416357.539523,415872.363332,False,False,False,False
2456981.087567,99794,416702.429047,23.973877,415743.554580,415271.798035,False,False,False,False
2456981.107999,99795,416563.926121,24.201643,415604.263267,415145.925171,False,False,False,False
2456981.128432,99796,415899.129660,23.818002,414933.566340,414488.625481,False,False,False,False
2456981.148864,99797,415224.971737,23.789217,414294.789593,413863.204602,False,False,False,False
2456981.169296,99798,415159.504990,23.626511,414253.601807,413835.311961,False,False,False,False
2456981.189728,99799,414130.063696,23.766419,413253.267173,412848.192571,False,False,False,False
2456981.210161,99800,413943.698832,24.172439,413104.419562,412712.461323,False,False,False,False
2456981.230593,99801,413538.729614,23.688202,412758.297123,412379.338196,False,False,False,False
2456981.251025,99802,413186.836323,23.284491,412479.344640,412113.250046,False,False,False,False
2456981.271457,99803,413067.044407,24.360075,412427.278558,412073.895661,False,False,False,False
2456981.291890,99804,413254.015043,24.140744,412687.101748,412346.261162,False,False,False,False
2456981.312322,99805,413398.340956,23.018399,412901.040219,412572.555863,False,False,False,False
2456981.332754,99806,413017.938482,23.595597,412584.839000,412268.508785,False,False,False,False
2456981.353186,99807,412963.780811,24.863775,412579.090709,412274.697217,False,False,False,False
2456981.373619,99808,412888.787893,22.790391,412536.169767,412243.480415,False,False,False,False
2456981.394051,99809,412935.746138,23.147077,412600.666720,412319.434459,False,False,False,False
2456981.414483,99810,412228.584156,24.660963,411898.847352,411628.811358,False,False,False,False
2456981.434915,99811,412066.509880,23.122288,411728.858348,411469.744211,False,False,False,False
2456981.455348,99812,411353.699326,23.625771,411452.036011,411203.556489,False,True,True,True
2456981.475780,99813,411001.434752,24.781911,411223.554719,410985.410201,False,True,True,True
2456981.496212,99814,410921.136364,25.025545,411131.733025,410903.612060,False,False,False,False
2456981.516644,99815,411012.211111,24.159593,411189.604579,410971.184389,False,False,False,False
2456981.537077,99816,411366.789028,24.052553,411501.191699,411292.138693,False,False,False,False
2456981.557509,99817,411971.681932,23.386600,412031.246564,411831.216844,False,False,False,False
2456981.577941,99818,412612.433689,25.331678,412578.720473,412387.360332,False,False,False,False
2456981.598373,99819,413161.990946,25.153708,413012.748909,412829.695360,False,False,False,False
2456981.618805,99820,413996.586725,25.171836,413736.510488,413561.391583,False,False,False,False
2456981.639238,99821,414825.886045,25.055783,414449.956345,414282.391890,False,False,False,False
2456981.659670,99822,415779.383720,24.124920,415296.287697,415135.889580,False,False,False,False
2456981.680102,99823,417793.411343,23.535601,417229.799587,417076.172135,False,False,False,False
2456981.700534,99824,417670.488211,23.675294,416997.851251,416850.591875,False,False,False,False
2456981.720967,99825,419365.429985,24.964741,418595.294107,418453.993619,False,False,False,False
2456981.741399,99826,418222.685760,24.547798,417373.070202,417237.313156,False,False,False,False
2456981.761831,99827,417317.438404,23.447149,416394.443926,416263.809196,False,False,False,False
2456981.782263,99828,417007.161623,23.725513,416034.618341,415908.679427,False,False,False,False
2456981.802696,99829,417181.680815,24.083455,416175.578619,416053.903980,False,False,False,False
2456981.823128,99830,416631.233141,24.675693,415620.198466,415502.352028,False,False,False,False
2456981.843560,99831,415446.352842,23.223180,414446.200125,414331.741586,False,False,False,False
2456981.863992,99832,414718.404922,24.310844,413742.301339,413630.786493,False,False,False,False
2456981.884425,99833,414345.628387,23.047104,413428.210577,413319.191782,False,False,False,False
2456981.904857,99834,413708.115215,24.676455,412873.635090,412766.661516,False,False,False,False
2456981.925289,99835,413571.313257,23.405753,412821.263157,412715.881223,False,False,False,False
2456981.945721,99836,413128.062567,23.138268,412459.553300,412355.306984,False,False,False,False
2456981.966153,99837,413042.014677,23.606946,412464.745081,412361.176267,False,False,False,False
2456981.986586,99838,412779.173681,23.537736,412263.854383,412160.503237,False,False,False,False
2456982.007018,99839,412616.277945,23.287896,412169.957131,412066.362436,False,False,False,False
2456982.027450,99840,412882.173670,24.024718,412478.350936,412374.050458,False,False,False,False
2456982.047882,99841,412720.959116,25.501441,412342.056467,412236.587323,False,False,False,False
2456982.068315,99842,412601.893700,23.792919,412238.921853,412131.820857,False,False,False,False
2456982.088747,99843,412462.632320,23.837969,412110.600845,412001.404921,False,False,False,False
2456982.109179,99844,412159.982183,24.805253,411822.259144,411710.505705,False,False,False,False
2456982.129611,99845,412130.650644,23.465781,411802.434570,411687.661866,False,False,False,False
2456982.150044,99846,411882.725641,23.197532,411550.534406,411432.282023,False,False,False,False
2456982.170476,99847,411232.038689,24.847919,410882.735986,410760.545232,False,False,False,False
2456982.190908,99848,411331.503067,24.749855,410965.703731,410839.118011,False,False,False,False
2456982.211340,99849,411951.037739,24.587744,411564.246932,411432.812332,False,False,False,False
2456982.231772,99850,411855.104395,24.407508,411450.617925,411313.883628,False,False,False,False
2456982.252205,99851,412499.917120,24.966302,412070.247988,411927.766682,False,False,False,False
2456982.272637,99852,412891.659140,24.309136,412433.243184,412284.571740,False,False,False,False
2456982.293069,99853,413262.699799,23.936989,412759.220239,412603.920132,False,False,False,False
2456982.313501,99854,414051.098591,25.313711,413497.405499,413335.043395,False,False,False,False
2456982.333934,99855,414653.890081,23.830773,414070.273937,413900.422266,False,False,False,False
2456982.354366,99856,415388.869829,24.650676,414774.546928,414596.784484,False,False,False,False
2456982.374798,99857,416333.869431,23.995598,415697.630038,415511.542596,False,False,False,False
2456982.395230,99858,416981.856812,24.911041,416312.175095,416117.356057,False,False,False,False
2456982.415662,99859,417227.438435,23.953413,416528.169351,416324.220408,False,False,False,False
2456982.436095,99860,417135.157064,25.367043,417310.278623,417096.810391,False,True,True,True
2456982.456527,99861,417389.079668,25.288898,417357.316613,417133.949529,False,True,True,True
2456982.476959,99862,417196.613113,25.485100,417192.152015,416958.516731,False,False,False,False
2456982.497391,99863,416718.036709,24.907305,416725.605999,416481.344462,False,False,False,False
2456982.517823,99864,416165.426584,25.824126,416186.446050,415931.212129,False,False,False,False
2456982.538256,99865,415733.291458,24.802162,415774.275731,415507.735823,False,False,False,False
2456982.558688,99866,414968.337379,25.894505,415020.560452,414742.394608,False,False,False,False
2456982.579120,99867,414306.087481,26.529574,414372.588866,414082.491438,False,False,False,False
2456982.599552,99868,413736.938520,25.352437,413823.707389,413521.387669,False,False,False,False
2456982.619985,99869,413458.978422,24.430661,413568.051487,413253.234956,False,False,False,False
2456982.640417,99870,413511.500025,25.253608,413646.480034,413318.908775,False,False,False,False
2456982.660849,99871,413673.934086,24.868299,413828.624585,413488.058305,False,False,False,False
2456982.681281,99872,413148.501961,25.242130,413325.527800,412971.744869,False,False,False,False
2456982.701713,99873,412754.257853,24.814178,412947.060415,412579.858329,False,False,False,False
2456982.722146,99874,412874.857994,25.123386,413072.232012,412691.428419,False,False,False,False
2456982.742578,99875,412584.229225,24.832890,412781.844576,412387.278315,False,False,False,False
2456982.763010,99876,412541.303228,25.011376,412733.424772,412324.956298,False,False,False,False
2456982.783442,99877,413084.893909,23.837080,413253.954261,412831.466657,False,False,False,False
2456982.803874,99878,412526.027693,24.024198,412663.058520,412226.458496,False,False,False,False
2456982.824307,99879,412656.163536,24.631886,412755.699357,412304.917620,False,False,False,False
2456982.844739,99880,411909.118441,24.806888,411978.656514,411513.648725,False,False,False,False
2456982.865171,99881,411627.757294,24.487862,411654.945044,411175.692682,False,False,False,False
2456982.885603,99882,411273.712605,25.171164,411248.255758,410754.766681,False,False,False,False
2456982.906036,99883,411130.529127,24.480496,411062.038737,410554.347632,False,False,False,False
2456982.946900,99885,411234.856581,24.696683,410199.781516,409663.902288,False,True,True,True
2456982.967332,99886,411792.015905,23.782731,410754.622172,410204.813676,False,False,False,False
2456982.987764,99887,412114.704548,22.738958,411066.634036,410503.045142,False,False,False,False
2456983.008196,99888,412788.076765,25.277364,411746.194937,411169.004228,False,False,False,False
2456983.028629,99889,413562.495554,24.053084,412532.864241,411942.280198,False,False,False,False
2456983.049061,99890,414512.834864,23.728171,413507.949563,412904.211284,False,False,False,False
2456983.069493,99891,415181.403782,24.066587,414209.559257,413592.936391,False,False,False,False
2456983.089925,99892,415932.695459,24.839576,414989.198373,414359.991636,False,False,False,False
2456983.110358,99893,416528.960932,24.735747,415626.211262,414984.752185,False,False,False,False
2456983.130790,99894,417197.700392,24.190167,416322.729792,415669.380973,False,False,False,False
2456983.151222,99895,417638.534142,23.019238,416795.438219,416130.593471,False,False,False,False
2456983.171654,99896,418020.929232,24.323268,417192.794181,416516.878096,False,False,False,False
2456983.192086,99897,417431.877649,24.442534,416640.181435,415953.649389,False,False,False,False
2456983.212518,99898,416879.296587,23.680865,416117.145854,415420.483902,False,False,False,False
2456983.232951,99899,416650.552914,24.345240,415936.071378,415229.795615,False,False,False,False
2456983.253383,99900,415962.300718,24.172307,415289.724983,414574.381285,False,False,False,False
2456983.273815,99901,415169.439106,24.286314,414542.456723,413818.620326,False,False,False,False
2456983.294247,99902,414661.638729,23.211138,414084.406485,413352.681297,False,False,False,False
2456983.314680,99903,414307.147217,24.216560,413765.139688,413026.157514,False,False,False,False
2456983.335112,99904,413653.511585,24.012121,413146.938433,412401.358430,False,False,False,False
2456983.355544,99905,413716.777328,23.543037,413234.996787,412483.504498,False,False,False,False
2456983.375976,99906,412934.856728,23.740246,412485.319458,411728.625797,False,False,False,False
2456983.396408,99907,413600.734879,23.207581,413183.441376,412422.281794,False,False,False,False
2456983.416840,99908,414601.065189,23.166685,414210.128606,413445.261806,False,False,False,False
2456983.437273,99909,413926.622147,24.043579,413559.615169,412791.821995,False,False,False,False
2456983.457705,99910,413321.693727,24.179378,412982.271157,412212.353341,False,False,False,False
2456983.478137,99911,414124.868895,24.127469,413796.191597,413024.970330,False,False,False,False
